8918,1000,0.03,47
8938,1000,0.06,50
8958,1000,-0.01,50
8979,1000,0.05,47
8999,1000,0.07,50
9020,1000,0.08,47
9040,1000,0.02,50
9061,1000,0.02,47
9081,1000,0.02,50
9102,1000,0.08,47
9122,1000,0.05,50
9143,1000,0.02,47
9163,1000,-0.01,50
9183,1000,-0.01,50
9203,1000,0.02,50
9224,1000,0,47
9244,1000,0.02,50
9265,1000,0.01,47
9285,1000,0.01,50
9306,1000,0.02,47
9326,1000,0.01,50
9347,1000,0.08,47
9367,1000,-0.06,50
9388,1000,0.01,47
9408,1000,0,50
9428,1000,0.02,50
9449,1000,0.02,47
9469,1000,-0.06,50
9490,1000,-0.01,47
9510,1000,-0.04,50
9531,1000,-0.05,47
9551,1000,0,50
9572,1000,-0.03,47
9592,1000,0.06,50
9613,1000,0.01,47
9633,1000,-0.01,50
9654,1000,0.03,47
9674,1000,0.05,50
9695,1000,-0.01,47
9715,1000,0.08,50
9736,1000,0.01,47
9756,1000,-0.01,50
9777,1000,0.02,47
9797,1000,0.04,50
9818,1000,0.02,47
9838,1000,0.02,50
9859,1000,0,47
9879,1000,0.01,50
9900,1000,0.01,47
9920,1000,0.02,50
9940,1000,0.06,50
9961,1000,-0.01,47
9980,1000,0.04,52
10001,1000,0,47
10021,1000,-0.05,50
10042,1000,0.02,47
10063,1000,0,47
10084,1000,-0.02,47
10104,1000,0.01,50
10125,1000,0.04,47
10145,1000,0.05,50
10166,1000,0.04,47
10186,1000,0.02,50
10207,1000,-0.01,47
10227,1000,0.02,50
10248,1000,0.03,47
10268,1000,0.01,50
10289,1000,0.05,47
10309,1000,0.07,50
10330,1000,0.07,47
10350,1000,0.07,50
10371,1000,0.07,47
10391,1000,0.01,50
10412,1000,0.01,47
10432,1000,-0.04,50
10452,1000,0,50
10473,1000,-0.06,47
10493,1000,-0.05,50
10514,1000,-0.03,47
10534,1000,0.01,50
10555,1000,-0.04,47
10575,1000,0.05,50
10596,1000,0.05,47
10616,1000,-0.04,50
10637,1000,-0.01,47
10657,1000,0.01,50
10678,1000,0.02,47
10698,1000,0.02,50
10719,1000,0.01,47
10739,1000,0.02,50
10760,1000,0,47
10780,1000,0.06,50
10801,1000,0.01,47
10821,1000,0.03,50
10842,1000,0.03,47
10862,1000,0.05,50
10883,1000,-0.02,47
10903,1000,-0.03,50
10924,1000,-0.01,47
10944,1000,-0.01,50
10964,1000,-0.03,50
10985,1000,-0.04,47
11005,1000,-0.03,50
11026,1000,0.03,47
11046,1000,0.01,50
11067,1000,0.02,47
11087,1000,-0.02,50
11108,1000,-0.02,47
11128,1000,0.03,50
11149,1000,-0.04,47
11169,1000,-0.04,50
11190,1000,-0.06,47
11210,1000,-0.02,50
11232,1000,0,45
11252,1000,-0.03,50
11273,1000,-0.05,47
11293,1000,-0.01,50
11314,1000,0.01,47
11334,1000,-0.07,50
11355,1000,0.04,47
11375,1000,-0.08,50
11396,1000,-0.02,47
11416,1000,0.04,50
11437,1000,0,47
11457,1000,0.02,50
11478,1000,-0.01,47
11498,1000,-0.04,50
11518,1000,0,50
11539,1000,-0.04,47
11559,1000,0.01,50
11580,1000,0.09,47
11600,1000,0.08,50
11621,1000,0.02,47
11641,1000,0.06,50
11662,1000,0.06,47
11682,1000,0.03,50
11703,1000,-0.02,47
11723,1000,-0.01,50
11744,1000,0.02,47
11764,1000,0.02,50
11785,1000,0,47
11805,1000,-0.01,50
11826,1000,0,47
11846,1000,-0.02,50
11867,1000,0.01,47
11887,1000,-0.02,50
11908,1000,0.02,47
11928,1000,-0.02,50
11949,1000,0,47
11969,1000,0.04,50
11990,1000,-0.01,47
12010,1000,-0.04,50
12030,1000,-0.03,50
12051,1000,-0.01,47
12071,1000,-0.05,50
12092,1000,0.06,47
12112,1000,-0.03,50
12133,1000,0.02,47
12153,1000,0.02,50
12174,1000,-0.01,47
12194,1000,-0.03,50
12215,1000,0.03,47
12235,1000,-0.01,50
12256,1000,0.06,47
12276,1000,-0.01,50
12297,1000,0.02,47
12317,1000,-0.02,50
12338,1000,0.03,47
12358,1000,0.02,50
12379,1000,0.05,47
12399,1000,0.06,50
12420,1000,0.05,47
12441,1000,0.08,47
