Starting Setup...
Data Rate : 4
Calculating Current Offset...
Current Offset: 62.45
Begging Data Collection in 2 Seconds...
"Time[ms], Throttle[1000 -> 2000], Current[A], Frequency [Hz]"
"18780,1000,-0.08,90"
"18790,1000,-0.00,100"
"18801,1000,0.02,90"
"18811,1000,0.04,100"
"18822,1000,0.01,90"
"18832,1000,0.02,100"
"18843,1000,0.01,90"
"18853,1000,0.06,100"
"18864,1000,0.01,90"
"18875,1000,0.03,90"
"18885,1000,0.03,100"
"18895,1000,0.05,100"
"18907,1000,0.03,83"
"18917,1000,0.06,100"
"18927,1000,0.06,100"
"18938,1000,0.06,90"
"18949,1000,0.07,90"
"18959,1000,0.04,100"
"18969,1000,0.01,100"
"18980,1000,-0.00,90"
"18991,1000,-0.04,90"
"19001,1000,-0.01,100"
"19012,1000,-0.05,90"
"19022,1000,-0.05,100"
"19033,1000,-0.07,90"
"19044,1000,-0.04,90"
"19054,1000,-0.05,100"
"19064,1000,-0.06,100"
"19076,1000,-0.04,83"
"19086,1000,-0.01,100"
"19096,1000,-0.01,100"
"19107,1000,0.05,90"
"19118,1000,0.02,90"
"19128,1000,-0.00,100"
"19138,1000,-0.00,100"
"19149,1000,-0.04,90"
"19160,1000,-0.04,90"
"19170,1000,-0.03,100"
"19181,1000,-0.03,90"
"19191,1000,-0.05,100"
"19202,1000,-0.06,90"
"19213,1000,-0.07,90"
"19223,1000,-0.04,100"
"19233,1000,-0.03,100"
"19245,1000,-0.06,83"
"19255,1000,-0.04,100"
"19265,1000,-0.02,100"
"19276,1000,-0.06,90"
"19287,1000,-0.05,90"
"19297,1000,-0.07,100"
"19307,1000,-0.04,100"
"19318,1000,-0.04,90"
"19329,1000,-0.06,90"
"19339,1000,-0.04,100"
"19350,1000,-0.02,90"
"19360,1000,0.01,100"
"19371,1000,-0.00,90"
"19382,1000,-0.02,90"
"19392,1000,-0.00,100"
"19402,1000,0.00,100"
"19414,1000,-0.02,83"
"19424,1000,-0.01,100"
"19434,1000,0.01,100"
"19444,1000,0.03,100"
"19456,1000,0.01,83"
"19466,1000,-0.03,100"
"19476,1000,-0.06,100"
"19487,1000,-0.08,90"
"19497,1000,-0.02,100"
"19508,1000,0.01,90"
"19519,1000,-0.05,90"
"19529,1000,-0.05,100"
"19539,1000,0.00,100"
"19551,1000,-0.04,83"
"19561,1000,-0.02,100"
"19571,1000,-0.02,100"
"19582,1000,-0.04,90"
"19593,1000,-0.02,90"
"19603,1000,-0.04,100"
"19613,1000,-0.04,100"
"19624,1000,0.04,90"
"19635,1000,-0.03,90"
"19645,1000,-0.03,100"
"19656,1000,-0.04,90"
"19666,1000,-0.03,100"
"19677,1000,-0.03,90"
"19688,1000,-0.04,90"
"19698,1000,-0.02,100"
"19708,1000,-0.01,100"
"19720,1000,-0.01,83"
"19730,1000,-0.01,100"
"19740,1000,0.01,100"
"19750,1000,-0.02,100"
"19762,1000,-0.02,83"
"19772,1000,-0.04,100"
"19782,1000,-0.05,100"
"19793,1000,-0.04,90"
"19804,1000,-0.03,90"
"19814,1000,-0.05,100"
"19825,1000,-0.08,90"
"19835,1000,-0.03,100"
"19846,1000,-0.05,90"
"19857,1000,-0.01,90"
"19867,1000,0.02,100"
"19877,1000,0.07,100"
"19889,1000,0.00,83"
"19899,1000,-0.00,100"
"19909,1000,-0.06,100"
"19919,1000,-0.04,100"
"19931,1000,-0.08,83"
"19941,1000,-0.00,100"
"19951,1000,-0.00,100"
"19962,1000,0.04,90"
"19973,1000,0.05,90"
"19983,1000,0.01,100"
"19994,1000,-0.06,90"
"20004,1000,-0.07,100"
"20015,1000,-0.03,90"
"20026,1000,-0.06,90"
"20036,1000,-0.05,100"
"20046,1000,-0.04,100"
"20058,1000,-0.02,83"
"20068,1000,0.01,100"
"20078,1000,0.03,100"
"20088,1000,0.01,100"
"20100,1000,-0.00,83"
"20110,1000,-0.03,100"
"20120,1000,-0.03,100"
"20131,1000,-0.04,90"
"20142,1000,-0.02,90"
"20152,1000,-0.02,100"
"20163,1000,-0.04,90"
"20173,1000,0.01,100"
"20184,1000,0.03,90"
"20194,1000,0.01,100"
"20205,1000,-0.01,90"
"20215,1000,-0.01,100"
"20226,1000,-0.05,90"
"20237,1000,-0.02,90"
"20247,1000,-0.04,100"
"20257,1000,-0.03,100"
"20269,1000,-0.05,83"
"20279,1000,-0.02,100"
"20289,1000,-0.01,100"
"20300,1000,-0.08,90"
"20311,1000,-0.05,90"
"20321,1000,-0.01,100"
"20332,1000,-0.04,90"
"20342,1000,-0.07,100"
"20353,1000,-0.08,90"
"20364,1000,-0.04,90"
"20374,1000,-0.04,100"
"20384,1000,-0.04,100"
"20395,1000,-0.07,90"
"20406,1000,-0.09,90"
"20416,1000,-0.07,100"
"20426,1000,-0.02,100"
"20438,1000,-0.02,83"
"20448,1000,-0.05,100"
"20458,1000,-0.08,100"
"20469,1000,-0.05,90"
"20480,1000,-0.05,90"
"20490,1000,-0.06,100"
"20501,1000,-0.05,90"
"20511,1000,-0.05,100"
"20521,1000,-0.07,100"
"20533,1000,-0.04,83"
"20543,1000,-0.04,100"
"20553,1000,0.00,100"
"20563,1000,-0.01,100"
"20575,1000,-0.03,83"
"20585,1000,-0.03,100"
"20595,1000,-0.02,100"
"20606,1000,-0.04,90"
"20617,1000,-0.03,90"
"20627,1000,-0.03,100"
"20638,1000,-0.04,90"
"20648,1000,-0.06,100"
"20659,1000,-0.05,90"
"20670,1000,-0.06,90"
"20680,1000,-0.11,100"
"20690,1000,-0.12,100"
"20702,1000,-0.04,83"
"20712,1000,-0.04,100"
"20722,1000,-0.00,100"
"20733,1000,-0.05,90"
"20744,1000,-0.02,90"
"20754,1000,0.00,100"
"20764,1000,-0.01,100"
"20775,1000,-0.06,90"
"20786,1000,-0.06,90"
"20796,1000,-0.08,100"
"20807,1000,-0.07,90"
"20817,1000,-0.01,100"
"20828,1000,-0.07,90"
"20839,1000,-0.08,90"
"20849,1000,-0.06,100"
"20859,1000,-0.02,100"
"20871,1000,-0.02,83"
"20881,1000,-0.02,100"
"20891,1000,-0.05,100"
"20902,1000,-0.01,90"
"20913,1000,-0.01,90"
"20923,1000,-0.04,100"
"20933,1000,-0.01,100"
"20944,1000,-0.04,90"
"20955,1000,-0.02,90"
"20965,1000,-0.04,100"
"20976,1000,-0.08,90"
"20986,1000,-0.08,100"
"20997,1000,-0.06,90"
"21008,1000,-0.10,90"
"21018,1000,-0.07,100"
"21028,1000,-0.10,100"
"21040,1000,-0.09,83"
"21050,1000,-0.08,100"
"21060,1000,-0.10,100"
"21070,1000,-0.05,100"
"21082,1000,-0.12,83"
"21092,1000,-0.11,100"
"21102,1000,-0.10,100"
"21113,1000,-0.05,90"
"21124,1000,-0.08,90"
"21134,1000,-0.09,100"
"21145,1000,-0.13,90"
"21155,1000,-0.12,100"
"21166,1000,-0.09,90"
"21177,1000,-0.04,90"
"21187,1000,0.01,100"
"21197,1000,-0.04,100"
"21209,1000,-0.00,83"
"21219,1000,0.01,100"
"21229,1000,-0.01,100"
"21240,1000,0.01,90"
"21251,1000,0.01,90"
"21261,1000,-0.00,100"
"21271,1000,-0.00,100"
"21282,1000,0.00,90"
"21293,1000,-0.00,90"
"21303,1000,-0.04,100"
"21314,1000,-0.06,90"
"21324,1000,-0.04,100"
"21335,1000,-0.06,90"
"21346,1000,-0.04,90"
"21356,1000,-0.05,100"
"21366,1000,-0.03,100"
"21378,1000,0.01,83"
"21388,1000,-0.05,100"
"21398,1000,-0.04,100"
"21409,1000,-0.04,90"
"21420,1000,-0.07,90"
"21430,1000,-0.04,100"
"21440,1000,0.01,100"
"21451,1000,-0.04,90"
"21462,1000,-0.05,90"
"21472,1000,-0.05,100"
"21483,1000,-0.07,90"
"21493,1000,-0.07,100"
"21504,1000,-0.02,90"
"21515,1000,-0.02,90"
"21525,1000,-0.01,100"
"21535,1000,-0.05,100"
"21547,1000,-0.10,83"
"21557,1000,-0.11,100"
"21567,1000,-0.07,100"
"21578,1000,-0.02,90"
"21588,1000,-0.00,100"
"21599,1000,-0.03,90"
"21609,1000,-0.01,100"
"21620,1000,-0.01,90"
"21630,1000,-0.01,100"
"21641,1000,-0.02,90"
"21652,1000,-0.00,90"
"21662,1000,-0.03,100"
"21672,1000,-0.05,100"
"21684,1000,-0.01,83"
"21694,1000,-0.02,100"
"21704,1000,-0.02,100"
"21715,1000,-0.02,90"
"21726,1000,-0.01,90"
"21736,1000,0.01,100"
"21747,1000,0.01,90"
"21757,1000,-0.02,100"
"21768,1000,0.02,90"
"21779,1000,-0.01,90"
"21789,1000,0.03,100"
"21799,1000,0.01,100"
"21810,1000,-0.02,90"
"21821,1000,-0.00,90"
"21831,1000,0.03,100"
"21841,1000,0.09,100"
"21853,1000,0.09,83"
"21863,1000,0.06,100"
"21873,1000,0.04,100"
"21884,1000,0.07,90"
"21895,1000,0.06,90"
"21905,1000,0.04,100"
"21916,1000,-0.01,90"
"21926,1000,-0.04,100"
"21937,1000,-0.02,90"
"21947,1000,-0.01,100"
"21958,1000,0.01,90"
"21968,1000,-0.03,100"
"21979,1000,0.03,90"
"21990,1000,-0.01,90"
"22000,1000,-0.01,100"
"22010,1000,0.01,100"
"22022,1000,-0.02,83"
"22032,1000,-0.03,100"
"22042,1000,0.04,100"
"22053,1000,0.00,90"
"22064,1000,0.01,90"
"22074,1000,0.01,100"
"22085,1000,0.01,90"
"22095,1000,0.01,100"
"22106,1000,-0.05,90"
"22116,1000,0.00,100"
"22127,1000,-0.01,90"
"22137,1000,-0.03,100"
"22148,1000,-0.06,90"
"22159,1000,-0.03,90"
"22169,1000,-0.05,100"
"22179,1000,0.03,100"
"22191,1000,0.02,83"
"22201,1000,-0.00,100"
"22211,1000,-0.04,100"
"22222,1000,-0.01,90"
"22233,1000,0.02,90"
"22243,1000,-0.01,100"
"22254,1000,-0.08,90"
"22264,1000,-0.08,100"
"22275,1000,-0.09,90"
"22286,1000,-0.06,90"
"22296,1000,-0.08,100"
"22306,1000,-0.05,100"
"22317,1000,-0.04,90"
"22328,1000,-0.01,90"
"22338,1000,0.02,100"
"22348,1000,0.05,100"
"22360,1000,0.03,83"
"22370,1000,0.01,100"
"22380,1000,-0.03,100"
"22391,1000,-0.03,90"
"22402,1000,0.01,90"
"22412,1000,0.00,100"
"22423,1000,0.01,90"
"22433,1000,0.04,100"
"22444,1000,0.06,90"
"22454,1000,0.01,100"
"22465,1000,0.02,90"
"22475,1000,0.03,100"
"22486,1000,-0.04,90"
"22497,1000,-0.03,90"
"22507,1000,-0.02,100"
"22517,1000,-0.02,100"
"22529,1000,-0.02,83"
"22539,1000,-0.01,100"
"22549,1000,-0.00,100"
"22560,1000,-0.06,90"
"22571,1000,-0.08,90"
"22581,1000,-0.05,100"
"22592,1000,-0.07,90"
"22602,1000,-0.06,100"
"22612,1000,-0.04,100"
"22624,1000,-0.05,83"
"22634,1000,-0.02,100"
"22644,1000,-0.03,100"
"22654,1000,-0.01,100"
"22666,1000,0.02,83"
"22676,1000,0.00,100"
"22686,1000,-0.06,100"
"22697,1000,0.00,90"
"22708,1000,0.03,90"
"22718,1000,-0.04,100"
"22729,1000,0.02,90"
"22739,1000,0.01,100"
"22750,1000,-0.00,90"
"22760,1000,-0.08,100"
"22771,1000,-0.08,90"
"22781,1000,0.01,100"
"22792,1000,-0.03,90"
"22803,1000,-0.04,90"
"22813,1000,-0.03,100"
"22823,1000,-0.02,100"
"22835,1000,-0.05,83"
"22845,1000,-0.06,100"
"22855,1000,-0.01,100"
"22866,1000,0.02,90"
"22877,1000,-0.00,90"
"22887,1000,-0.05,100"
"22898,1000,-0.04,90"
"22908,1000,-0.07,100"
"22919,1000,-0.04,90"
"22929,1000,-0.00,100"
"22940,1000,0.04,90"
"22950,1000,0.05,100"
"22961,1000,-0.00,90"
"22972,1000,-0.04,90"
"22982,1000,-0.00,100"
"22992,1000,-0.04,100"
"23004,1000,-0.05,83"
"23014,1000,0.03,100"
"23024,1000,0.00,100"
"23035,1000,-0.03,90"
"23046,1000,-0.00,90"
"23056,1000,-0.00,100"
"23067,1000,0.02,90"
"23077,1000,-0.04,100"
"23088,1000,-0.03,90"
"23098,1000,-0.07,100"
"23109,1000,-0.05,90"
"23119,1000,-0.03,100"
"23130,1000,-0.03,90"
"23141,1000,-0.05,90"
"23151,1000,-0.04,100"
"23161,1000,-0.01,100"
"23173,1000,-0.04,83"
"23183,1000,-0.04,100"
"23193,1000,0.02,100"
"23204,1000,0.02,90"
"23215,1000,0.00,90"
"23225,1000,-0.02,100"
"23235,1000,-0.04,100"
"23246,1000,-0.03,90"
"23257,1000,0.02,90"
"23267,1000,-0.02,100"
"23278,1000,-0.00,90"
"23288,1000,-0.01,100"
"23299,1000,-0.05,90"
"23310,1000,-0.03,90"
"23320,1000,-0.04,100"
"23330,1000,-0.03,100"
"23342,1000,-0.00,83"
"23352,1000,-0.03,100"
"23362,1000,0.04,100"
"23373,1000,0.04,90"
"23384,1000,0.04,90"
"23394,1000,0.03,100"
"23404,1000,0.02,100"
"23415,1000,0.00,90"
"23426,1000,0.02,90"
"23436,1000,-0.02,100"
"23447,1000,-0.02,90"
"23457,1000,-0.04,100"
"23468,1000,-0.05,90"
"23479,1000,-0.03,90"
"23489,1000,-0.04,100"
"23499,1000,0.01,100"
"23511,1000,-0.05,83"
"23521,1000,0.02,100"
"23531,1000,-0.01,100"
"23542,1000,-0.05,90"
"23553,1000,-0.04,90"
"23563,1000,-0.08,100"
"23573,1000,-0.00,100"
"23584,1000,-0.02,90"
"23595,1000,-0.02,90"
"23605,1000,-0.04,100"
"23616,1000,0.01,90"
"23626,1000,-0.04,100"
"23636,1000,-0.02,100"
"23648,1000,-0.03,83"
"23658,1000,-0.04,100"
"23668,1000,-0.04,100"
"23680,1000,-0.03,83"
"23690,1000,0.03,100"
"23700,1000,0.07,100"
"23711,1000,-0.02,90"
"23721,1000,-0.05,100"
"23732,1000,-0.02,90"
"23742,1000,0.03,100"
"23753,1000,-0.00,90"
"23763,1000,0.03,100"
"23774,1000,0.01,90"
"23785,1000,0.03,90"
"23795,1000,-0.04,100"
"23805,1000,0.04,100"
"23817,1000,0.01,83"
"23827,1000,-0.01,100"
"23837,1000,-0.01,100"
"23848,1000,0.03,90"
"23859,1000,0.07,90"
"23869,1000,0.04,100"
"23879,1000,0.00,100"
"23890,1000,0.01,90"
"23901,1000,-0.04,90"
"23911,1000,0.02,100"
"23922,1000,0.03,90"
"23932,1000,-0.02,100"
"23943,1000,-0.02,90"
"23954,1000,0.04,90"
"23964,1000,-0.04,100"
"23974,1000,-0.00,100"
"23986,1000,-0.08,83"
"23996,1000,-0.02,100"
"24006,1000,0.02,100"
"24017,1000,-0.00,90"
"24028,1000,0.01,90"
"24038,1000,0.06,100"
"24048,1000,0.04,100"
"24059,1000,0.02,90"
"24070,1000,0.03,90"
"24080,1000,-0.00,100"
"24091,1000,-0.02,90"
"24101,1000,-0.03,100"
"24112,1000,-0.00,90"
"24123,1000,-0.04,90"
"24133,1000,-0.01,100"
"24143,1000,-0.02,100"
"24155,1000,0.01,83"
"24165,1000,-0.00,100"
"24175,1000,-0.03,100"
"24185,1000,0.02,100"
"24197,1000,-0.04,83"
"24207,1000,-0.01,100"
"24217,1000,-0.04,100"
"24228,1000,-0.01,90"
"24239,1000,-0.02,90"
"24249,1000,-0.03,100"
"24260,1000,0.05,90"
"24270,1000,0.01,100"
"24281,1000,-0.04,90"
"24292,1000,-0.05,90"
"24302,1000,-0.07,100"
"24312,1000,-0.03,100"
"24324,1000,-0.09,83"
"24334,1000,-0.03,100"
"24344,1000,-0.00,100"
"24354,1000,0.02,100"
"24366,1000,0.01,83"
"24376,1000,0.04,100"
"24386,1000,0.01,100"
"24397,1000,0.02,90"
"24408,1000,-0.02,90"
"24418,1000,0.05,100"
"24429,1000,0.04,90"
"24439,1000,0.04,100"
"24450,1000,-0.01,90"
"24461,1000,0.04,90"
"24471,1000,-0.00,100"
"24481,1000,-0.00,100"
"24493,1000,0.03,83"
"24503,1000,0.02,100"
"24513,1000,0.05,100"
"24523,1000,-0.00,100"
"24535,1000,0.02,83"
"24545,1000,0.08,100"
"24555,1000,0.04,100"
"24566,1000,-0.02,90"
"24577,1000,-0.03,90"
"24587,1000,-0.02,100"
"24598,1000,-0.04,90"
"24608,1000,-0.07,100"
"24619,1000,0.00,90"
"24630,1000,-0.03,90"
"24640,1000,-0.05,100"
"24650,1000,-0.02,100"
"24660,1000,-0.07,100"
"24672,1000,-0.09,83"
"24682,1000,-0.06,100"
"24692,1000,-0.02,100"
"24704,1000,0.00,83"
"24714,1000,0.01,100"
"24724,1000,-0.00,100"
"24735,1000,0.00,90"
"24745,1000,-0.03,100"
"24756,1000,-0.04,90"
"24767,1000,-0.04,90"
"24777,1000,-0.04,100"
"24787,1000,-0.01,100"
"24799,1000,0.01,83"
"24809,1000,-0.03,100"
"24819,1000,-0.01,100"
"24829,1000,0.01,100"
"24841,1000,0.07,83"
"24851,1000,-0.01,100"
"24861,1000,-0.03,100"
"24872,1000,0.00,90"
"24883,1000,0.01,90"
"24893,1000,-0.01,100"
"24904,1000,-0.01,90"
"24914,1000,-0.01,100"
"24925,1000,-0.05,90"
"24935,1000,-0.10,100"
"24946,1000,0.02,90"
"24956,1000,-0.01,100"
"24967,1000,-0.01,90"
"24978,1000,-0.04,90"
"24988,1000,-0.08,100"
"24998,1000,-0.06,100"
"25010,1000,-0.06,83"
"25020,1000,-0.04,100"
"25030,1000,-0.01,100"
"25041,1000,-0.04,90"
"25052,1000,-0.01,90"
"25062,1000,0.01,100"
"25073,1000,0.03,90"
"25083,1000,-0.00,100"
"25094,1000,-0.02,90"
"25105,1000,-0.08,90"
"25115,1000,-0.04,100"
"25125,1000,-0.04,100"
"25136,1000,-0.04,90"
"25147,1000,-0.04,90"
"25157,1000,-0.06,100"
"25167,1000,-0.05,100"
"25179,1000,-0.03,83"
"25189,1000,-0.02,100"
"25199,1000,-0.04,100"
"25210,1000,-0.04,90"
"25221,1000,-0.08,90"
"25231,1000,-0.04,100"
"25242,1000,0.06,90"
"25252,1000,-0.06,100"
"25263,1000,-0.04,90"
"25273,1000,-0.05,100"
"25284,1000,-0.03,90"
"25294,1000,0.01,100"
"25305,1000,0.00,90"
"25316,1000,-0.01,90"
"25326,1000,-0.05,100"
"25336,1000,-0.07,100"
"25348,1000,0.01,83"
"25358,1000,-0.01,100"
"25368,1000,0.03,100"
"25379,1000,0.01,90"
"25390,1000,-0.01,90"
"25400,1000,-0.03,100"
"25411,1000,-0.03,90"
"25421,1000,-0.06,100"
"25432,1000,-0.03,90"
"25442,1000,-0.02,100"
"25453,1000,0.01,90"
"25463,1000,-0.03,100"
"25474,1000,0.01,90"
"25485,1000,0.01,90"
"25495,1000,0.03,100"
"25505,1000,0.04,100"
"25517,1000,-0.00,83"
"25527,1000,-0.03,100"
"25537,1000,-0.00,100"
"25548,1000,0.01,90"
"25559,1000,0.03,90"
"25569,1000,0.00,100"
"25580,1000,0.00,90"
"25590,1000,0.03,100"
"25601,1000,0.06,90"
"25611,1000,0.00,100"
"25622,1000,-0.01,90"
"25632,1000,0.02,100"
"25643,1000,0.03,90"
"25654,1000,0.01,90"
"25664,1000,-0.01,100"
"25674,1000,-0.01,100"
"25686,1000,-0.01,83"
"25696,1000,-0.02,100"
"25706,1000,-0.01,100"
"25716,1000,-0.04,100"
"25728,1000,0.01,83"
"25738,1000,-0.05,100"
"25748,1000,-0.05,100"
"25759,1000,-0.03,90"
"25769,1000,-0.01,100"
"25780,1000,-0.00,90"
"25791,1000,0.01,90"
"25801,1000,0.06,100"
"25811,1000,0.03,100"
"25823,1000,0.05,83"
"25833,1000,0.06,100"
"25843,1000,0.01,100"
"25854,1000,-0.00,90"
"25865,1000,-0.02,90"
"25875,1000,0.04,100"
"25885,1000,0.05,100"
"25896,1000,0.03,90"
"25907,1000,0.06,90"
"25917,1000,0.08,100"
"25928,1000,0.06,90"
"25938,1000,0.08,100"
"25949,1000,0.02,90"
"25960,1000,0.03,90"
"25970,1000,0.04,100"
"25980,1000,0.02,100"
"25992,1000,0.01,83"
"26002,1000,0.04,100"
"26012,1000,0.01,100"
"26022,1000,0.02,100"
"26034,1000,0.02,83"
"26044,1000,-0.00,100"
"26054,1000,0.02,100"
"26065,1000,0.02,90"
"26076,1000,0.03,90"
"26086,1000,0.06,100"
"26097,1000,0.06,90"
"26107,1000,0.04,100"
"26118,1000,0.04,90"
"26129,1000,-0.01,90"
"26139,1000,-0.04,100"
"26149,1000,0.00,100"
"26161,1000,0.01,83"
"26171,1000,0.02,100"
"26181,1000,0.02,100"
"26191,1000,0.01,100"
"26203,1000,0.04,83"
"26213,1000,0.07,100"
"26223,1000,0.03,100"
"26234,1000,0.12,90"
"26245,1000,0.09,90"
"26255,1000,0.03,100"
"26266,1000,0.08,90"
"26276,1000,0.11,100"
"26287,1000,0.08,90"
"26298,1000,0.06,90"
"26308,1000,0.05,100"
"26318,1000,0.09,100"
"26329,1000,0.06,90"
"26340,1000,-0.01,90"
"26350,1000,0.03,100"
"26360,1000,0.02,100"
"26372,1000,0.01,83"
"26382,1000,0.01,100"
"26392,1000,0.01,100"
"26403,1000,0.03,90"
"26414,1000,0.04,90"
"26424,1000,0.03,100"
"26435,1000,0.01,90"
"26445,1000,0.04,100"
"26456,1000,0.02,90"
"26467,1000,0.04,90"
"26477,1000,0.01,100"
"26487,1000,0.05,100"
"26498,1000,0.06,90"
"26509,1000,0.03,90"
"26519,1000,0.08,100"
"26529,1000,0.05,100"
"26541,1000,0.04,83"
"26551,1000,0.07,100"
"26561,1000,-0.02,100"
"26572,1000,-0.04,90"
"26583,1000,-0.02,90"
"26593,1000,-0.06,100"
"26604,1000,-0.07,90"
"26614,1000,-0.01,100"
"26625,1000,0.00,90"
"26635,1000,-0.00,100"
"26646,1000,-0.00,90"
"26656,1000,0.02,100"
"26667,1000,0.03,90"
"26678,1000,0.01,90"
"26688,1000,0.01,100"
"26698,1000,0.04,100"
"26710,1000,0.04,83"
"26720,1000,0.05,100"
"26730,1000,0.02,100"
"26741,1000,0.01,90"
"26752,1000,0.02,90"
"26762,1000,0.00,100"
"26773,1000,0.01,90"
"26783,1000,-0.01,100"
"26793,1000,0.03,100"
"26805,1000,-0.00,83"
"26815,1000,0.03,100"
"26825,1000,0.04,100"
"26835,1000,0.05,100"
"26847,1000,0.03,83"
"26857,1000,0.01,100"
"26867,1000,0.00,100"
"26878,1000,0.10,90"
"26889,1000,0.03,90"
"26899,1000,-0.01,100"
"26910,1000,-0.03,90"
"26920,1000,-0.02,100"
"26931,1000,-0.02,90"
"26942,1000,0.01,90"
"26952,1000,-0.02,100"
"26962,1000,0.02,100"
"26974,1000,-0.00,83"
"26984,1000,0.03,100"
"26994,1000,0.02,100"
"27004,1000,0.06,100"
"27016,1000,0.01,83"
"27026,1000,0.04,100"
"27036,1000,0.04,100"
"27047,1000,0.01,90"
"27058,1000,-0.03,90"
"27068,1000,-0.07,100"
"27079,1000,-0.01,90"
"27089,1000,-0.03,100"
"27100,1000,-0.02,90"
"27111,1000,-0.03,90"
"27121,1000,-0.02,100"
"27131,1000,-0.00,100"
"27142,1000,-0.01,90"
"27153,1000,-0.03,90"
"27163,1000,-0.06,100"
"27173,1000,-0.08,100"
"27185,1000,-0.07,83"
"27195,1000,-0.05,100"
"27205,1000,0.02,100"
"27216,1000,-0.03,90"
"27227,1000,-0.08,90"
"27237,1000,-0.09,100"
"27248,1000,-0.05,90"
"27258,1000,-0.07,100"
"27269,1000,-0.03,90"
"27279,1000,-0.04,100"
"27290,1000,-0.03,90"
"27300,1000,-0.01,100"
"27311,1000,-0.08,90"
"27322,1000,-0.08,90"
"27332,1000,-0.09,100"
"27342,1000,-0.05,100"
"27354,1000,-0.03,83"
"27364,1000,-0.04,100"
"27374,1000,-0.04,100"
"27385,1000,-0.03,90"
"27396,1000,0.01,90"
"27406,1000,-0.01,100"
"27417,1000,-0.01,90"
"27427,1000,0.01,100"
"27438,1000,-0.05,90"
"27448,1000,-0.05,100"
"27459,1000,0.02,90"
"27469,1000,-0.03,100"
"27480,1000,-0.05,90"
"27491,1000,-0.05,90"
"27501,1000,-0.06,100"
"27511,1000,-0.07,100"
"27523,1000,-0.08,83"
"27533,1000,-0.02,100"
"27543,1000,-0.05,100"
"27554,1000,-0.05,90"
"27565,1000,-0.04,90"
"27575,1000,-0.05,100"
"27585,1000,-0.00,100"
"27596,1000,-0.04,90"
"27607,1000,-0.01,90"
"27617,1000,-0.03,100"
"27628,1000,-0.02,90"
"27638,1000,-0.05,100"
"27649,1000,-0.00,90"
"27660,1000,-0.04,90"
"27670,1000,0.03,100"
"27680,1000,0.01,100"
"27692,1000,0.01,83"
"27702,1000,0.04,100"
"27712,1000,0.02,100"
"27723,1000,0.01,90"
"27734,1000,0.01,90"
"27744,1000,-0.02,100"
"27754,1000,-0.00,100"
"27765,1000,-0.09,90"
"27776,1000,-0.04,90"
"27786,1000,-0.02,100"
"27797,1000,0.01,90"
"27807,1000,-0.03,100"
"27817,1000,0.01,100"
"27829,1000,-0.04,83"
"27839,1000,-0.03,100"
"27849,1000,0.01,100"
"27860,1000,0.03,90"
"27871,1000,-0.00,90"
"27881,1000,-0.05,100"
"27892,1000,0.01,90"
"27902,1000,-0.01,100"
"27913,1000,-0.03,90"
"27923,1000,0.02,100"
"27934,1000,0.01,90"
"27944,1000,-0.01,100"
"27955,1000,-0.04,90"
"27966,1000,0.02,90"
"27976,1000,0.01,100"
"27986,1000,-0.02,100"
"27998,1000,0.01,83"
"28008,1000,-0.02,100"
"28018,1000,-0.07,100"
"28029,1000,-0.06,90"
"28040,1000,-0.06,90"
"28050,1000,-0.04,100"
"28060,1000,-0.03,100"
"28071,1000,-0.01,90"
"28082,1000,-0.03,90"
"28092,1000,-0.09,100"
"28103,1000,-0.03,90"
"28113,1000,0.02,100"
"28124,1000,-0.01,90"
"28135,1000,0.01,90"
"28145,1000,-0.02,100"
"28155,1000,-0.02,100"
"28167,1000,-0.05,83"
"28177,1000,-0.06,100"
"28187,1000,-0.03,100"
"28198,1000,-0.03,90"
"28209,1000,-0.04,90"
"28219,1000,0.01,100"
"28229,1000,-0.02,100"
"28240,1000,-0.02,90"
"28251,1000,-0.00,90"
"28261,1000,-0.02,100"
"28272,1000,-0.05,90"
"28282,1000,-0.03,100"
"28293,1000,-0.02,90"
"28304,1000,-0.04,90"
"28314,1000,0.03,100"
"28324,1000,-0.07,100"
"28336,1000,-0.04,83"
"28346,1000,-0.06,100"
"28356,1000,-0.07,100"
"28367,1000,-0.04,90"
"28378,1000,-0.02,90"
"28388,1000,-0.07,100"
"28398,1000,-0.07,100"
"28409,1000,-0.09,90"
"28420,1000,-0.05,90"
"28430,1000,-0.03,100"
"28441,1000,-0.07,90"
"28451,1000,-0.01,100"
"28462,1000,-0.05,90"
"28473,1000,-0.08,90"
"28483,1000,-0.05,100"
"28493,1000,-0.06,100"
"28505,1000,-0.10,83"
"28515,1000,-0.05,100"
"28525,1000,-0.05,100"
"28535,1000,-0.06,100"
"28547,1000,-0.04,83"
"28557,1000,-0.02,100"
"28567,1000,-0.05,100"
"28578,1000,-0.02,90"
"28589,1000,-0.03,90"
"28599,1000,-0.00,100"
"28610,1000,-0.01,90"
"28620,1000,0.01,100"
"28631,1000,-0.01,90"
"28642,1000,-0.03,90"
"28652,1000,-0.03,100"
"28662,1000,0.04,100"
"28674,1000,0.03,83"
"28684,1000,-0.01,100"
"28694,1000,-0.02,100"
"28704,1000,-0.02,100"
"28716,1000,-0.06,83"
"28726,1000,-0.03,100"
"28736,1000,-0.02,100"
"28747,1000,-0.04,90"
"28758,1000,-0.01,90"
"28768,1000,-0.02,100"
"28779,1000,-0.04,90"
