17750,1000,0.03,47
17770,1000,0.04,50
17790,1000,-0.01,50
17811,1000,-0.02,47
17831,1000,0.07,50
17852,1000,0.02,47
17872,1000,0.02,50
17893,1000,0.04,47
17913,1000,0.02,50
17934,1000,0.03,47
17954,1000,0.1,50
17975,1000,0.05,47
17995,1000,0.01,50
18016,1300,0.04,47
18036,1300,0.07,50
18057,1300,0.04,47
18077,1300,0.1,50
18098,1300,0.66,47
18118,1300,1.17,50
18139,1300,1.2,47
18159,1300,1.32,50
18180,1300,1.26,47
18200,1300,1.53,50
18221,1300,1.55,47
18241,1300,1.71,50
18262,1300,1.87,47
18282,1300,1.99,50
18302,1300,2.18,50
18323,1300,2.33,47
18343,1300,2.56,50
18364,1300,2.71,47
18384,1300,2.86,50
18405,1300,3.15,47
18425,1300,2.77,50
18446,1300,2.78,47
18466,1300,2.53,50
18488,1300,2.25,45
18508,1300,2.13,50
18529,1300,1.94,47
18549,1300,1.89,50
18570,1300,1.66,47
18590,1300,1.75,50
18611,1300,2.47,47
18631,1300,1.22,50
18652,1300,1.25,47
18672,1300,1.52,50
18693,1300,1.52,47
18713,1300,1.36,50
18734,1300,1.29,47
18754,1300,1.31,50
18775,1300,1.28,47
18795,1300,1.54,50
18816,1300,1.42,47
18836,1300,1.4,50
18856,1300,1.57,50
18877,1300,1.51,47
18897,1300,1.49,50
18918,1300,1.49,47
18938,1300,1.51,50
18959,1300,1.58,47
18979,1300,1.64,50
19000,1300,1.52,47
19020,1300,1.48,50
19041,1300,1.54,47
19061,1300,1.52,50
19082,1300,1.53,47
19102,1300,1.42,50
19123,1300,1.48,47
19143,1300,1.55,50
19164,1300,1.52,47
19184,1300,1.54,50
19205,1300,1.48,47
19225,1300,1.43,50
19246,1300,1.52,47
19266,1300,1.49,50
19288,1300,1.47,45
19308,1300,1.52,50
19329,1300,1.52,47
19349,1300,1.45,50
19369,1300,2.6,50
19390,1300,1.28,47
19410,1300,1.28,50
19431,1300,1.34,47
19451,1300,1.69,50
19472,1300,1.19,47
19492,1300,1.34,50
19513,1300,1.62,47
19533,1300,1.87,50
19554,1300,1.4,47
19574,1300,1.3,50
19595,1300,1.44,47
19615,1300,1.38,50
19636,1300,2.1,47
19656,1300,1.86,50
19677,1300,1.14,47
19697,1300,1.3,50
19718,1300,1.41,47
19738,1300,1.48,50
19759,1300,1.49,47
19779,1300,1.44,50
19800,1300,1.51,47
19820,1300,1.47,50
19841,1300,1.43,47
19861,1300,1.42,50
19881,1300,1.54,50
19902,1300,1.5,47
19922,1300,1.51,50
19943,1300,1.45,47
19963,1300,1.47,50
19984,1300,1.51,47
20004,1300,1.43,50
20025,1300,1.49,47
20045,1300,1.45,50
20066,1300,1.42,47
20087,1300,1.58,47
20108,1300,1.46,47
20128,1300,1.42,50
20149,1300,1.51,47
20169,1300,1.47,50
20190,1300,1.59,47
20210,1300,1.55,50
20231,1300,1.38,47
20251,1300,1.5,50
20272,1300,1.52,47
20292,1300,1.78,50
20313,1300,2.3,47
20333,1300,1.16,50
20354,1300,1.11,47
20374,1300,1.41,50
20395,1300,1.52,47
20415,1300,1.3,50
20435,1300,1.36,50
20456,1300,1.43,47
20476,1300,1.52,50
20497,1300,1.55,47
20517,1300,1.52,50
20538,1300,1.43,47
20558,1300,1.55,50
20579,1300,1.51,47
20599,1300,1.5,50
20620,1300,1.53,47
20640,1300,1.52,50
20661,1300,1.5,47
20681,1300,1.54,50
20702,1300,1.6,47
20722,1300,1.48,50
20743,1300,1.47,47
20763,1300,1.47,50
20784,1300,1.45,47
20804,1300,1.47,50
20825,1300,1.52,47
20845,1300,1.42,50
20866,1300,1.48,47
20887,1300,1.4,47
20908,1300,1.5,47
20928,1300,1.41,50
20948,1300,1.47,50
20969,1300,1.78,47
20989,1300,1.38,50
21010,1300,1.44,47
21030,1300,1.4,50
21051,1300,1.49,47
21071,1300,1.5,50
21092,1300,1.39,47
21112,1300,1.48,50
21133,1300,1.38,47
21153,1300,1.89,50
21174,1300,2.23,47
21194,1300,1.06,50
21215,1300,1.37,47
21235,1300,1.33,50
21256,1300,1.37,47
21276,1300,1.42,50
21297,1300,1.38,47
21317,1300,1.59,50
21338,1300,1.39,47
21358,1300,1.38,50
21379,1300,1.56,47
21399,1300,1.43,50
21420,1300,1.5,47
21440,1300,1.56,50
21460,1300,1.53,50
21481,1300,1.54,47
21501,1300,1.5,50
21522,1300,1.47,47
21542,1300,1.51,50
21563,1300,1.53,47
21583,1300,1.46,50
21604,1300,1.5,47
21624,1300,1.51,50
21646,1300,1.51,45
21666,1300,1.42,50
21687,1300,1.41,47
21707,1300,1.45,50
21728,1300,1.54,47
21748,1300,1.55,50
21769,1300,1.52,47
21789,1300,1.5,50
21810,1300,1.48,47
21830,1300,2.4,50
21851,1300,1.21,47
21871,1300,1.23,50
21892,1300,1.31,47
21912,1300,1.49,50
21933,1300,1.39,47
21953,1300,1.35,50
21974,1300,1.44,47
21994,1300,1.44,50
22014,1000,0.68,50
22035,1000,0.07,47
22055,1000,0.04,50
22076,1000,0.07,47
22096,1000,0.06,50
22117,1000,0.12,47
22137,1000,0.07,50
22158,1000,0.06,47
22178,1000,0.09,50
22199,1000,0.03,47
