Starting Setup...
Data Rate : 4
Calculating Current Offset...
Current Offset: 62.43
Begging Data Collection in 2 Seconds...
"Time[ms], Throttle[1000 -> 2000], Current[A], Frequency [Hz]"
"18753,1400,-0.04,90"
"18763,1400,-0.08,100"
"18774,1400,-0.08,90"
"18785,1400,-0.02,90"
"18795,1400,-0.00,100"
"18806,1400,-0.01,90"
"18817,1400,0.02,90"
"18828,1400,0.02,90"
"18838,1400,0.05,100"
"18848,1400,0.02,100"
"18860,1400,-0.01,83"
"18870,1400,0.03,100"
"18881,1400,0.06,90"
"18891,1400,0.05,100"
"18902,1400,0.01,90"
"18913,1400,0.01,90"
"18923,1400,-0.01,100"
"18934,1400,-0.05,90"
"18945,1400,-0.04,90"
"18955,1400,-0.02,100"
"18966,1400,-0.03,90"
"18976,1400,-0.01,100"
"18988,1400,-0.04,83"
"18998,1400,-0.01,100"
"19009,1400,0.02,90"
"19019,1400,0.04,100"
"19030,1400,0.07,90"
"19041,1400,-0.02,90"
"19051,1400,0.04,100"
"19062,1400,0.00,90"
"19073,1400,0.03,90"
"19083,1400,0.01,100"
"19094,1400,0.02,90"
"19104,1400,-0.03,100"
"19116,1400,0.00,83"
"19126,1400,0.05,100"
"19136,1400,0.06,100"
"19147,1400,0.06,90"
"19158,1400,0.03,90"
"19169,1400,0.01,90"
"19179,1400,-0.05,100"
"19189,1400,-0.01,100"
"19201,1400,0.00,83"
"19211,1400,-0.02,100"
"19222,1400,-0.01,90"
"19232,1400,0.01,100"
"19243,1400,0.01,90"
"19254,1400,-0.01,90"
"19264,1400,0.03,100"
"19275,1400,0.10,90"
"19286,1400,0.01,90"
"19296,1400,0.02,100"
"19307,1400,0.02,90"
"19317,1400,0.03,100"
"19329,1400,-0.00,83"
"19339,1400,0.00,100"
"19349,1400,-0.05,100"
"19360,1400,0.04,90"
"19371,1400,0.02,90"
"19382,1400,0.01,90"
"19392,1400,-0.04,100"
"19402,1400,0.01,100"
"19414,1400,0.03,83"
"19424,1400,0.02,100"
"19435,1400,-0.01,90"
"19445,1400,0.04,100"
"19456,1400,0.02,90"
"19467,1400,-0.02,90"
"19477,1400,-0.03,100"
"19488,1400,-0.01,90"
"19499,1400,-0.00,90"
"19509,1400,0.01,100"
"19520,1400,-0.01,90"
"19530,1400,0.03,100"
"19542,1400,-0.01,83"
"19552,1400,0.02,100"
"19562,1400,0.01,100"
"19573,1400,-0.01,90"
"19584,1400,0.01,90"
"19595,1400,-0.01,90"
"19605,1400,0.01,100"
"19616,1400,0.08,90"
"19627,1400,0.02,90"
"19637,1400,0.06,100"
"19648,1400,0.05,90"
"19658,1400,0.07,100"
"19670,1400,0.08,83"
"19680,1400,0.02,100"
"19690,1400,0.04,100"
"19701,1400,0.04,90"
"19712,1400,0.02,90"
"19722,1400,0.03,100"
"19733,1400,0.02,90"
"19743,1400,0.03,100"
"19755,1400,0.03,83"
"19765,1400,0.06,100"
"19776,1400,0.03,90"
"19786,1400,0.05,100"
"19796,1400,0.04,100"
"19808,1400,0.03,83"
"19818,1400,0.02,100"
"19829,1400,-0.01,90"
"19840,1400,0.01,90"
"19850,1400,0.03,100"
"19861,1400,0.05,90"
"19871,1400,0.04,100"
"19883,1400,0.06,83"
"19893,1400,0.06,100"
"19903,1400,-0.02,100"
"19914,1400,-0.02,90"
"19924,1400,-0.05,100"
"19936,1400,0.02,83"
"19946,1400,-0.00,100"
"19956,1400,-0.01,100"
"19968,1400,0.03,83"
"19978,1400,0.01,100"
"19989,1400,0.06,90"
"19999,1400,0.08,100"
"20009,1390,0.10,100"
"20021,1390,0.12,83"
"20031,1390,0.02,100"
"20042,1390,-0.01,90"
"20052,1390,-0.03,100"
"20064,1390,-0.01,83"
"20074,1390,-0.03,100"
"20084,1390,-0.01,100"
"20096,1390,-0.00,83"
"20106,1380,0.03,100"
"20117,1380,0.02,90"
"20127,1380,0.02,100"
"20139,1380,-0.02,83"
"20149,1380,-0.00,100"
"20159,1380,0.02,100"
"20170,1380,0.06,90"
"20180,1380,0.06,100"
"20192,1380,0.02,83"
"20202,1370,-0.00,100"
"20212,1370,0.02,100"
"20224,1370,-0.01,83"
"20234,1370,-0.03,100"
"20245,1370,0.02,90"
"20255,1370,0.02,100"
"20267,1370,0.04,83"
"20277,1370,0.02,100"
"20287,1370,0.02,100"
"20298,1370,0.02,90"
"20308,1360,0.02,100"
"20320,1360,-0.03,83"
"20330,1360,-0.02,100"
"20341,1360,-0.02,90"
"20352,1360,-0.02,90"
"20362,1360,-0.03,100"
"20373,1360,0.04,90"
"20383,1360,0.04,100"
"20395,1360,0.02,83"
"20405,1350,0.02,100"
"20415,1350,0.07,100"
"20426,1350,0.02,90"
"20436,1350,0.07,100"
"20448,1350,0.06,83"
"20458,1350,0.06,100"
"20469,1350,0.08,90"
"20480,1350,0.08,90"
"20490,1350,0.07,100"
"20501,1340,0.08,90"
"20511,1340,0.07,100"
"20523,1340,0.08,83"
"20533,1340,0.07,100"
"20543,1340,0.05,100"
"20554,1340,0.02,90"
"20564,1340,0.02,100"
"20576,1340,0.00,83"
"20586,1340,-0.00,100"
"20597,1340,-0.01,90"
"20608,1330,-0.01,90"
"20618,1330,0.03,100"
"20629,1330,-0.00,90"
"20639,1330,0.02,100"
"20651,1330,0.02,83"
"20661,1330,-0.00,100"
"20671,1330,0.05,100"
"20682,1330,0.04,90"
"20692,1330,0.01,100"
"20704,1320,-0.06,83"
"20714,1320,-0.01,100"
"20724,1320,-0.02,100"
"20736,1320,0.02,83"
"20746,1320,0.02,100"
"20757,1320,0.04,90"
"20767,1320,0.03,100"
"20779,1320,-0.01,83"
"20789,1320,-0.01,100"
"20799,1320,-0.00,100"
"20810,1310,0.02,90"
"20820,1310,0.04,100"
"20832,1310,0.02,83"
"20842,1310,0.01,100"
"20853,1310,-0.02,90"
"20864,1310,0.01,90"
"20874,1310,0.02,100"
"20885,1310,0.05,90"
"20895,1310,0.05,100"
"20907,1300,0.05,83"
"20917,1300,0.02,100"
"20927,1300,0.01,100"
"20938,1300,0.02,90"
"20948,1300,0.06,100"
"20960,1300,0.05,83"
"20970,1300,0.04,100"
"20980,1300,0.05,100"
"20992,1300,0.02,83"
"21002,1290,-0.01,100"
"21013,1290,0.03,90"
"21023,1290,0.05,100"
"21035,1290,0.02,83"
"21045,1290,0.04,100"
"21055,1290,0.02,100"
"21066,1290,0.00,90"
"21076,1290,-0.00,100"
"21088,1290,0.07,83"
"21098,1290,0.02,100"
"21108,1280,-0.03,100"
"21120,1280,-0.08,83"
"21130,1280,-0.09,100"
"21141,1280,-0.01,90"
"21151,1280,0.00,100"
"21163,1280,-0.00,83"
"21173,1280,0.01,100"
"21183,1280,-0.01,100"
"21194,1280,0.04,90"
"21204,1270,0.10,100"
"21216,1270,0.09,83"
"21226,1270,0.04,100"
"21236,1270,-0.00,100"
"21248,1270,0.01,83"
"21258,1270,0.07,100"
"21269,1270,0.04,90"
"21279,1270,0.06,100"
"21291,1270,0.08,83"
"21301,1260,0.09,100"
"21311,1260,0.01,100"
"21322,1260,-0.03,90"
"21332,1260,0.02,100"
"21344,1260,0.01,83"
"21354,1260,-0.01,100"
"21364,1260,0.07,100"
"21376,1260,0.06,83"
"21386,1260,0.04,100"
"21397,1260,-0.04,90"
"21407,1250,0.01,100"
"21419,1250,-0.01,83"
"21429,1250,-0.03,100"
"21439,1250,0.08,100"
"21450,1250,0.07,90"
"21460,1250,0.06,100"
"21472,1250,0.04,83"
"21482,1250,0.07,100"
"21492,1250,0.07,100"
"21504,1240,0.05,83"
"21514,1240,-0.00,100"
"21525,1240,-0.01,90"
"21535,1240,-0.00,100"
"21547,1240,0.02,83"
"21557,1240,0.03,100"
"21567,1240,-0.02,100"
"21578,1240,-0.00,90"
"21588,1240,0.02,100"
"21600,1240,0.02,83"
"21610,1230,0.02,100"
"21621,1230,0.01,90"
"21632,1230,0.01,90"
"21642,1230,0.02,100"
"21653,1230,0.04,90"
"21663,1230,0.04,100"
"21675,1230,0.03,83"
"21685,1230,0.01,100"
"21695,1230,0.01,100"
"21706,1220,0.02,90"
"21716,1220,0.02,100"
"21728,1220,0.04,83"
"21738,1220,-0.00,100"
"21748,1220,0.08,100"
"21760,1220,0.10,83"
"21770,1220,0.07,100"
"21781,1220,0.03,90"
"21791,1220,-0.00,100"
"21803,1210,0.03,83"
"21813,1210,0.06,100"
"21823,1210,0.08,100"
"21834,1210,0.08,90"
"21844,1210,0.08,100"
"21856,1210,0.04,83"
"21866,1210,0.04,100"
"21876,1210,-0.01,100"
"21888,1210,0.03,83"
"21898,1210,0.07,100"
"21909,1200,0.05,90"
"21919,1200,0.04,100"
"21931,1200,0.08,83"
"21941,1200,0.07,100"
"21951,1200,0.03,100"
"21962,1200,0.10,90"
"21972,1200,0.10,100"
"21984,1200,0.05,83"
"21994,1200,0.06,100"
"22004,1190,0.04,100"
"22016,1190,0.03,83"
"22026,1190,0.05,100"
"22037,1190,0.09,90"
"22047,1190,0.10,100"
"22059,1190,0.14,83"
"22069,1190,0.12,100"
"22079,1190,0.11,100"
"22090,1190,0.06,90"
"22100,1190,-0.00,100"
"22112,1180,0.03,83"
"22122,1180,0.02,100"
"22132,1180,0.01,100"
"22144,1180,0.05,83"
"22154,1180,0.06,100"
"22165,1180,0.06,90"
"22175,1180,0.05,100"
"22187,1180,0.06,83"
"22197,1180,0.04,100"
"22207,1170,0.11,100"
"22218,1170,0.08,90"
"22228,1170,0.06,100"
"22240,1170,-0.02,83"
"22250,1170,0.01,100"
"22260,1170,0.06,100"
"22272,1170,0.05,83"
"22282,1170,0.01,100"
"22293,1170,-0.00,90"
"22303,1160,-0.02,100"
"22315,1160,-0.01,83"
"22325,1160,0.01,100"
"22335,1160,0.04,100"
"22346,1160,0.07,90"
"22356,1160,0.09,100"
"22368,1160,0.02,83"
"22378,1160,0.01,100"
"22388,1160,-0.01,100"
"22400,1160,0.00,83"
"22410,1150,-0.05,100"
"22421,1150,0.01,90"
"22431,1150,0.06,100"
"22443,1150,0.03,83"
"22453,1150,0.02,100"
"22463,1150,0.06,100"
"22474,1150,0.07,90"
"22484,1150,-0.00,100"
"22496,1150,-0.01,83"
"22506,1140,0.02,100"
"22516,1140,-0.01,100"
"22528,1140,-0.01,83"
"22538,1140,-0.01,100"
"22549,1140,-0.01,90"
"22559,1140,-0.02,100"
"22571,1140,0.03,83"
"22581,1140,0.01,100"
"22591,1140,0.02,100"
"22602,1130,0.03,90"
"22612,1130,0.03,100"
"22624,1130,0.04,83"
"22634,1130,0.01,100"
"22645,1130,-0.00,90"
"22656,1130,-0.01,90"
"22666,1130,-0.03,100"
"22677,1130,-0.00,90"
"22687,1130,-0.01,100"
"22699,1130,-0.02,83"
"22709,1120,0.03,100"
"22720,1120,0.02,90"
"22730,1120,0.01,100"
"22740,1120,-0.01,100"
"22752,1120,-0.02,83"
"22762,1120,0.01,100"
"22773,1120,-0.01,90"
"22784,1120,0.05,90"
"22794,1120,0.01,100"
"22805,1110,-0.05,90"
"22815,1110,0.00,100"
"22827,1110,-0.02,83"
"22837,1110,-0.04,100"
"22848,1110,-0.01,90"
"22858,1110,-0.03,100"
"22868,1110,-0.04,100"
"22880,1110,-0.02,83"
"22890,1110,0.01,100"
"22901,1100,-0.03,90"
"22912,1100,-0.04,90"
"22922,1100,-0.03,100"
"22933,1100,0.04,90"
"22943,1100,-0.01,100"
"22955,1100,0.01,83"
"22965,1100,-0.01,100"
"22976,1100,0.04,90"
"22986,1100,0.02,100"
"22996,1100,0.02,100"
"23008,1090,0.02,83"
"23018,1090,0.00,100"
"23029,1090,-0.01,90"
"23040,1090,-0.08,90"
"23050,1090,-0.01,100"
"23061,1090,-0.04,90"
"23071,1090,-0.00,100"
"23083,1090,0.04,83"
"23093,1090,0.04,100"
"23104,1080,-0.03,90"
"23114,1080,-0.01,100"
"23124,1080,0.04,100"
"23136,1080,0.02,83"
"23146,1080,0.04,100"
"23157,1080,0.02,90"
"23168,1080,0.00,90"
"23178,1080,0.05,100"
"23189,1080,0.01,90"
"23199,1080,0.01,100"
"23211,1070,0.01,83"
"23221,1070,0.02,100"
"23232,1070,0.03,90"
"23242,1070,-0.06,100"
"23252,1070,-0.04,100"
"23264,1070,0.02,83"
"23274,1070,-0.02,100"
"23285,1070,0.01,90"
"23296,1070,0.02,90"
"23306,1060,-0.02,100"
"23317,1060,-0.02,90"
"23327,1060,0.01,100"
"23339,1060,-0.02,83"
"23349,1060,-0.01,100"
"23360,1060,-0.01,90"
"23370,1060,-0.01,100"
"23380,1060,-0.01,100"
"23392,1060,-0.01,83"
"23402,1050,0.01,100"
"23413,1050,0.04,90"
"23424,1050,0.00,90"
"23435,1050,-0.04,90"
"23445,1050,-0.04,100"
"23455,1050,-0.01,100"
"23467,1050,0.03,83"
"23477,1050,0.04,100"
"23488,1050,0.02,90"
"23498,1050,-0.02,100"
"23510,1040,-0.04,83"
"23520,1040,0.01,100"
"23530,1040,0.04,100"
"23541,1040,-0.01,90"
"23552,1040,-0.03,90"
"23563,1040,-0.02,90"
"23573,1040,-0.03,100"
"23583,1040,0.00,100"
"23595,1040,0.04,83"
"23605,1030,0.06,100"
"23616,1030,0.05,90"
"23626,1030,0.06,100"
"23638,1030,0.06,83"
"23648,1030,0.05,100"
"23658,1030,0.04,100"
"23669,1030,0.04,90"
"23680,1030,0.02,90"
"23691,1030,-0.02,90"
"23701,1020,0.04,100"
"23711,1020,0.05,100"
"23723,1020,0.05,83"
"23733,1020,0.07,100"
"23744,1020,0.03,90"
"23754,1020,-0.02,100"
"23766,1020,-0.03,83"
"23776,1020,-0.04,100"
"23786,1020,0.01,100"
"23797,1020,-0.01,90"
"23808,1010,-0.03,90"
"23819,1010,-0.01,90"
"23829,1010,-0.01,100"
"23840,1010,-0.03,90"
"23851,1010,0.03,90"
"23861,1010,0.03,100"
"23872,1010,0.02,90"
"23882,1010,-0.01,100"
"23894,1010,0.02,83"
"23904,1000,0.02,100"
"23914,1000,0.03,100"
"23925,1000,0.09,90"
"23936,1000,0.07,90"
"23947,1000,0.08,90"
"23957,1000,0.07,100"
"23967,1000,0.02,100"
"23979,1000,0.01,83"
"23989,1000,0.04,100"
"24000,1000,0.02,90"
"24010,1000,-0.01,100"
"24020,1000,-0.01,100"
"24031,1000,0.01,90"
"24042,1000,-0.06,90"
"24052,1000,0.01,100"
"24062,1000,-0.03,100"
"24074,1000,0.02,83"
"24084,1000,0.04,100"
"24094,1000,0.08,100"
"24105,1000,0.05,90"
"24116,1000,0.07,90"
"24126,1000,0.06,100"
"24137,1000,0.06,90"
"24147,1000,0.09,100"
"24158,1000,0.08,90"
"24169,1000,0.05,90"
"24179,1000,0.06,100"
"24189,1000,0.05,100"
"24200,1000,0.02,90"
"24211,1000,0.05,90"
"24221,1000,0.04,100"
"24231,1000,0.02,100"
"24243,1000,0.03,83"
"24253,1000,0.02,100"
"24263,1000,0.07,100"
"24274,1000,0.06,90"
"24285,1000,0.06,90"
"24295,1000,0.05,100"
"24306,1000,0.02,90"
"24316,1000,0.01,100"
"24327,1000,0.01,90"
"24337,1000,0.02,100"
"24348,1000,0.01,90"
"24358,1000,0.02,100"
"24369,1000,0.05,90"
"24380,1000,0.02,90"
"24390,1000,-0.01,100"
"24400,1000,-0.03,100"
"24412,1000,0.05,83"
"24422,1000,0.06,100"
"24432,1000,0.03,100"
"24443,1000,-0.00,90"
"24454,1000,0.02,90"
"24464,1000,0.03,100"
"24475,1000,0.02,90"
"24485,1000,-0.02,100"
"24496,1000,0.00,90"
"24506,1000,-0.03,100"
"24517,1000,0.00,90"
"24527,1000,0.03,100"
"24538,1000,-0.01,90"
"24549,1000,-0.01,90"
"24559,1000,-0.00,100"
"24569,1000,-0.02,100"
"24581,1000,0.03,83"
"24591,1000,0.04,100"
"24601,1000,-0.01,100"
"24612,1000,-0.02,90"
"24623,1000,0.05,90"
"24633,1000,-0.02,100"
"24643,1000,-0.01,100"
"24654,1000,-0.01,90"
"24665,1000,-0.03,90"
"24675,1000,0.00,100"
"24686,1000,0.04,90"
"24696,1000,0.02,100"
"24707,1000,0.05,90"
"24718,1000,0.02,90"
"24728,1000,0.01,100"
"24738,1000,0.02,100"
"24750,1000,0.07,83"
"24760,1000,0.03,100"
"24770,1000,0.08,100"
"24781,1000,0.02,90"
"24792,1000,-0.01,90"
"24802,1000,0.06,100"
"24812,1000,0.03,100"
"24823,1000,0.03,90"
"24834,1000,0.04,90"
"24844,1000,0.03,100"
"24855,1000,0.07,90"
"24865,1000,0.01,100"
"24876,1000,0.03,90"
"24887,1000,0.02,90"
"24897,1000,0.05,100"
"24907,1000,0.01,100"
"24919,1000,0.04,83"
"24929,1000,0.05,100"
"24939,1000,0.02,100"
"24950,1000,0.00,90"
"24961,1000,0.01,90"
"24971,1000,-0.02,100"
"24981,1000,0.02,100"
"24992,1000,-0.01,90"
"25003,1000,-0.01,90"
"25013,1000,0.01,100"
"25024,1000,-0.02,90"
"25034,1000,-0.01,100"
"25044,1000,-0.05,100"
"25056,1000,-0.04,83"
"25066,1000,-0.01,100"
"25076,1000,-0.00,100"
"25086,1000,0.02,100"
"25098,1000,0.02,83"
"25108,1000,-0.01,100"
"25118,1000,-0.03,100"
"25129,1000,-0.01,90"
"25140,1000,-0.02,90"
"25150,1000,-0.01,100"
"25161,1000,0.05,90"
"25171,1000,0.00,100"
"25182,1000,-0.02,90"
"25193,1000,-0.01,90"
"25203,1000,-0.01,100"
"25213,1000,0.05,100"
"25225,1000,-0.01,83"
"25235,1000,-0.00,100"
"25245,1000,-0.04,100"
"25256,1000,-0.03,90"
"25267,1000,-0.02,90"
"25277,1000,0.02,100"
"25287,1000,0.02,100"
"25298,1000,0.02,90"
"25309,1000,0.01,90"
"25319,1000,0.01,100"
"25330,1000,0.09,90"
"25340,1000,0.07,100"
"25351,1000,0.08,90"
"25362,1000,-0.02,90"
"25372,1000,0.09,100"
"25382,1000,0.11,100"
"25394,1000,0.07,83"
"25404,1000,0.07,100"
"25414,1000,0.04,100"
"25424,1000,0.04,100"
"25436,1000,0.04,83"
"25446,1000,0.05,100"
"25456,1000,0.06,100"
"25467,1000,0.04,90"
"25478,1000,-0.00,90"
"25488,1000,0.06,100"
"25499,1000,0.05,90"
"25509,1000,0.04,100"
"25520,1000,0.03,90"
"25531,1000,0.07,90"
"25541,1000,0.01,100"
"25551,1000,-0.00,100"
"25563,1000,0.02,83"
"25573,1000,-0.03,100"
"25583,1000,-0.00,100"
"25593,1000,-0.00,100"
"25605,1000,-0.03,83"
"25615,1000,0.02,100"
"25625,1000,0.02,100"
"25636,1000,0.03,90"
"25647,1000,-0.02,90"
"25657,1000,-0.05,100"
"25668,1000,-0.01,90"
"25678,1000,0.02,100"
"25689,1000,0.03,90"
"25700,1000,0.02,90"
"25710,1000,-0.01,100"
"25720,1000,0.01,100"
"25731,1000,0.00,90"
"25742,1000,0.05,90"
"25752,1000,0.02,100"
"25762,1000,0.01,100"
"25774,1000,0.03,83"
"25784,1000,-0.01,100"
"25794,1000,0.00,100"
"25805,1000,0.04,90"
"25816,1000,0.02,90"
"25826,1000,0.00,100"
"25837,1000,0.03,90"
"25847,1000,0.03,100"
"25858,1000,0.07,90"
"25868,1000,0.05,100"
"25879,1000,0.01,90"
"25889,1000,-0.02,100"
"25900,1000,-0.04,90"
"25911,1000,-0.02,90"
"25921,1000,-0.01,100"
"25931,1000,0.00,100"
"25943,1000,0.02,83"
"25953,1000,0.04,100"
"25963,1000,0.01,100"
"25974,1000,0.06,90"
"25985,1000,0.05,90"
"25995,1000,0.02,100"
"26005,1000,0.00,100"
"26016,1000,-0.00,90"
"26027,1000,0.01,90"
"26037,1000,0.02,100"
"26048,1000,0.01,90"
"26058,1000,0.01,100"
"26068,1000,0.01,100"
"26080,1000,-0.01,83"
"26090,1000,0.01,100"
"26100,1000,-0.06,100"
"26112,1000,-0.06,83"
"26122,1000,0.01,100"
"26132,1000,0.02,100"
"26142,1000,0.01,100"
"26153,1000,-0.03,90"
"26164,1000,-0.03,90"
"26174,1000,0.02,100"
"26185,1000,0.03,90"
"26195,1000,0.06,100"
"26206,1000,0.01,90"
"26217,1000,-0.03,90"
"26227,1000,-0.03,100"
"26237,1000,0.03,100"
"26249,1000,-0.03,83"
"26259,1000,-0.03,100"
"26269,1000,-0.03,100"
"26280,1000,-0.02,90"
"26291,1000,0.00,90"
"26301,1000,0.00,100"
"26311,1000,0.01,100"
"26322,1000,-0.03,90"
"26333,1000,-0.00,90"
"26343,1000,0.03,100"
"26354,1000,0.04,90"
"26364,1000,0.07,100"
"26375,1000,0.08,90"
"26386,1000,0.03,90"
"26396,1000,0.02,100"
"26406,1000,0.04,100"
"26418,1000,-0.00,83"
"26428,1000,-0.06,100"
"26438,1000,-0.04,100"
"26448,1000,-0.07,100"
"26460,1000,-0.03,83"
"26470,1000,0.01,100"
"26480,1000,-0.02,100"
"26491,1000,-0.03,90"
"26502,1000,-0.00,90"
"26512,1000,0.01,100"
"26523,1000,0.00,90"
"26533,1000,-0.03,100"
"26544,1000,0.00,90"
"26555,1000,-0.02,90"
"26565,1000,-0.00,100"
"26575,1000,0.03,100"
"26587,1000,0.04,83"
"26597,1000,0.02,100"
"26607,1000,0.03,100"
"26618,1000,-0.00,90"
"26629,1000,0.03,90"
"26639,1000,0.02,100"
"26649,1000,0.03,100"
"26660,1000,-0.00,90"
"26671,1000,-0.03,90"
"26681,1000,-0.02,100"
"26692,1000,0.00,90"
"26702,1000,-0.05,100"
"26713,1000,-0.02,90"
"26724,1000,-0.00,90"
"26734,1000,0.00,100"
"26744,1000,-0.06,100"
"26756,1000,-0.02,83"
"26766,1000,-0.02,100"
"26776,1000,0.01,100"
"26786,1000,0.09,100"
"26798,1000,0.09,83"
"26808,1000,0.07,100"
"26818,1000,0.03,100"
"26829,1000,0.04,90"
"26840,1000,0.02,90"
"26850,1000,0.02,100"
"26861,1000,0.06,90"
"26871,1000,0.06,100"
"26882,1000,0.02,90"
"26892,1000,0.02,100"
"26903,1000,0.01,90"
"26913,1000,0.04,100"
"26924,1000,0.01,90"
"26935,1000,0.00,90"
"26945,1000,-0.02,100"
"26955,1000,-0.00,100"
"26967,1000,-0.03,83"
"26977,1000,-0.05,100"
"26987,1000,-0.01,100"
"26998,1000,0.01,90"
"27009,1000,-0.01,90"
"27019,1000,0.01,100"
"27030,1000,0.02,90"
"27040,1000,-0.01,100"
"27051,1000,-0.04,90"
"27061,1000,-0.05,100"
"27072,1000,-0.04,90"
"27082,1000,-0.02,100"
"27092,1000,0.02,100"
"27104,1000,0.02,83"
"27114,1000,0.07,100"
"27124,1000,0.02,100"
"27136,1000,0.04,83"
"27146,1000,0.03,100"
"27156,1000,0.01,100"
"27167,1000,-0.00,90"
"27177,1000,0.04,100"
"27188,1000,0.08,90"
"27199,1000,0.09,90"
"27209,1000,0.07,100"
"27219,1000,0.03,100"
"27231,1000,0.03,83"
"27241,1000,-0.02,100"
"27251,1000,0.01,100"
"27261,1000,0.07,100"
