time,in,out
1.072015990453460654e+04,3.163376003472380231e-03,1.000000000000000000e+03
1.073017183770883094e+04,3.017183770883093488e-02,1.000000000000000000e+03
1.074018377088305533e+04,4.015314240254611033e-02,1.000000000000000000e+03
1.075019570405727973e+04,4.849642004773310755e-02,1.000000000000000000e+03
1.076020763723150412e+04,2.537708830548763422e-02,1.000000000000000000e+03
1.077021957040572852e+04,2.000000000000000042e-02,1.000000000000000000e+03
1.078023150357995291e+04,5.033629854631065104e-03,1.000000000000000000e+03
1.079024343675417731e+04,7.243436754177309811e-03,1.000000000000000000e+03
1.080025536992840171e+04,-3.191581688003101297e-03,1.000000000000000000e+03
1.081026730310262610e+04,7.092644825343911649e-03,1.000000000000000000e+03
1.082027923627685050e+04,2.527923627685049746e-02,1.000000000000000000e+03
1.083029116945107307e+04,3.529116945107307196e-02,1.000000000000000000e+03
1.084030310262529747e+04,4.883850437549577816e-02,1.000000000000000000e+03
1.085031503579952187e+04,4.673985680191253961e-02,1.000000000000000000e+03
1.086032696897374626e+04,-1.171620742021664552e-03,1.000000000000000000e+03
1.087033890214797066e+04,-3.830548926014671479e-02,1.000000000000000000e+03
1.088035083532219505e+04,-2.137123020177320639e-03,1.000000000000000000e+03
1.089036276849641945e+04,-1.743328270774244931e-02,1.000000000000000000e+03
1.090037470167064384e+04,-7.112410501193154599e-02,1.000000000000000000e+03
1.091038663484486824e+04,-9.845346062052703906e-02,1.000000000000000000e+03
1.092039856801909264e+04,-5.966785998408946634e-02,1.000000000000000000e+03
1.093041050119331703e+04,-5.132458233890247606e-02,1.000000000000000000e+03
1.094042243436754143e+04,5.346062052485611726e-04,1.000000000000000000e+03
1.095043436754176582e+04,-1.300282056845224361e-02,1.000000000000000000e+03
1.096044630071599022e+04,-4.233890214797066121e-02,1.000000000000000000e+03
1.097045823389021461e+04,-5.000000000000000278e-02,1.000000000000000000e+03
1.098047016706443901e+04,-2.059014970709540510e-02,1.000000000000000000e+03
1.099048210023866341e+04,-5.482100238663406046e-03,1.000000000000000000e+03
1.100049403341288780e+04,-2.098806682577560034e-02,1.000000000000000000e+03
1.101050596658711220e+04,-2.541169451073983440e-02,1.000000000000000000e+03
1.102051789976133659e+04,-2.703579952267318870e-02,1.000000000000000000e+03
1.103052983293556099e+04,-3.679106096767182504e-02,1.000000000000000000e+03
1.104054176610978539e+04,-2.745823389021461586e-02,1.000000000000000000e+03
1.105055369928400978e+04,-2.000000000000000042e-02,1.000000000000000000e+03
1.106056563245823418e+04,-2.000000000000000042e-02,1.000000000000000000e+03
1.107057756563245857e+04,-2.115513126491714441e-02,1.000000000000000000e+03
