Starting Setup...
Data Rate : 4
Calculating Current Offset...
Current Offset: 62.45
Begging Data Collection in 2 Seconds...
"Time[ms], Throttle[1000 -> 2000], Current[A], Frequency [Hz]"
"19002,1000,0.06,90"
"19012,1000,0.00,100"
"19022,1000,0.01,100"
"19033,1000,-0.02,90"
"19044,1000,-0.00,90"
"19054,1000,-0.02,100"
"19064,1000,0.01,100"
"19076,1000,0.05,83"
"19086,1000,0.01,100"
"19096,1000,0.01,100"
"19107,1000,-0.04,90"
"19118,1000,-0.02,90"
"19128,1000,0.01,100"
"19139,1000,0.02,90"
"19149,1000,0.01,100"
"19160,1000,0.02,90"
"19171,1000,0.00,90"
"19181,1000,0.01,100"
"19191,1000,-0.01,100"
"19202,1000,0.04,90"
"19213,1000,0.00,90"
"19223,1000,0.01,100"
"19233,1000,-0.03,100"
"19245,1000,0.03,83"
"19255,1000,0.03,100"
"19265,1000,0.00,100"
"19276,1000,0.05,90"
"19287,1000,0.07,90"
"19297,1000,0.02,100"
"19308,1000,0.01,90"
"19318,1000,-0.01,100"
"19329,1000,0.00,90"
"19339,1000,0.03,100"
"19350,1000,0.08,90"
"19360,1000,-0.02,100"
"19371,1000,0.01,90"
"19382,1000,0.01,90"
"19392,1000,0.03,100"
"19402,1000,0.01,100"
"19414,1000,0.00,83"
"19424,1000,0.07,100"
"19434,1000,0.06,100"
"19445,1000,-0.04,90"
"19456,1000,-0.04,90"
"19466,1000,-0.01,100"
"19476,1000,-0.04,100"
"19487,1000,-0.02,90"
"19497,1000,0.01,100"
"19508,1000,-0.00,90"
"19519,1000,0.00,90"
"19529,1000,-0.07,100"
"19539,1000,0.01,100"
"19551,1000,-0.02,83"
"19561,1000,-0.02,100"
"19571,1000,0.01,100"
"19582,1000,-0.04,90"
"19593,1000,0.00,90"
"19603,1000,-0.00,100"
"19614,1000,-0.01,90"
"19624,1000,0.01,100"
"19635,1000,0.00,90"
"19645,1000,-0.04,100"
"19656,1000,0.01,90"
"19666,1000,0.04,100"
"19677,1000,0.00,90"
"19688,1000,0.04,90"
"19698,1000,0.02,100"
"19708,1000,-0.00,100"
"19720,1000,0.00,83"
"19730,1000,-0.02,100"
"19740,1000,-0.01,100"
"19751,1000,0.00,90"
"19762,1000,-0.01,90"
"19772,1000,0.03,100"
"19782,1000,0.03,100"
"19793,1000,0.03,90"
"19804,1000,-0.01,90"
"19814,1000,0.02,100"
"19825,1000,-0.01,90"
"19835,1000,-0.03,100"
"19846,1000,-0.04,90"
"19857,1000,0.01,90"
"19867,1000,-0.00,100"
"19877,1000,0.01,100"
"19889,1000,-0.01,83"
"19899,1000,-0.00,100"
"19909,1000,0.02,100"
"19919,1000,0.06,100"
"19931,1000,-0.01,83"
"19941,1000,0.03,100"
"19951,1000,0.02,100"
"19962,1000,0.01,90"
"19973,1000,-0.01,90"
"19983,1000,-0.00,100"
"19994,1000,-0.03,90"
"20004,1000,-0.02,100"
"20015,1000,-0.01,90"
"20026,1000,0.03,90"
"20036,1000,-0.01,100"
"20046,1000,-0.01,100"
"20058,1000,-0.05,83"
"20068,1000,-0.02,100"
"20078,1000,0.00,100"
"20088,1000,-0.02,100"
"20100,1000,-0.01,83"
"20110,1000,-0.05,100"
"20120,1000,0.03,100"
"20131,1000,0.01,90"
"20142,1000,0.01,90"
"20152,1000,-0.00,100"
"20163,1000,-0.01,90"
"20173,1000,0.01,100"
"20184,1000,-0.03,90"
"20195,1000,-0.01,90"
"20205,1000,-0.03,100"
"20215,1000,-0.00,100"
"20227,1000,-0.01,83"
"20237,1000,-0.01,100"
"20247,1000,0.01,100"
"20258,1000,0.01,90"
"20269,1000,0.01,90"
"20279,1000,-0.01,100"
"20289,1000,0.02,100"
"20300,1000,0.04,90"
"20311,1000,0.06,90"
"20321,1000,0.06,100"
"20332,1000,0.05,90"
"20342,1000,0.01,100"
"20353,1000,-0.01,90"
"20364,1000,0.02,90"
"20374,1000,0.02,100"
"20384,1000,0.03,100"
"20396,1000,0.06,83"
"20406,1000,0.05,100"
"20416,1000,0.01,100"
"20426,1000,-0.02,100"
"20438,1000,0.04,83"
"20448,1000,-0.01,100"
"20458,1000,0.04,100"
"20469,1000,0.01,90"
"20480,1000,0.01,90"
"20490,1000,0.04,100"
"20501,1000,0.04,90"
"20511,1000,0.01,100"
"20521,1000,-0.01,100"
"20533,1000,-0.04,83"
"20543,1000,-0.04,100"
"20553,1000,0.01,100"
"20563,1000,0.01,100"
"20575,1000,0.03,83"
"20585,1000,0.03,100"
"20595,1000,0.03,100"
"20606,1000,0.02,90"
"20617,1000,0.02,90"
"20627,1000,0.01,100"
"20638,1000,0.01,90"
"20648,1000,0.04,100"
"20659,1000,-0.02,90"
"20670,1000,0.02,90"
"20680,1000,-0.02,100"
"20690,1000,-0.02,100"
"20702,1000,0.00,83"
"20712,1000,0.00,100"
"20722,1000,0.02,100"
"20733,1000,0.04,90"
"20744,1000,0.00,90"
"20754,1000,0.00,100"
"20764,1000,-0.02,100"
"20775,1000,-0.01,90"
"20786,1000,-0.01,90"
"20796,1000,-0.01,100"
"20807,1000,-0.00,90"
"20817,1000,0.00,100"
"20828,1000,0.02,90"
"20839,1000,0.02,90"
"20849,1000,0.00,100"
"20859,1000,0.02,100"
"20870,1000,0.01,90"
"20881,1000,-0.05,90"
"20891,1000,-0.04,100"
"20901,1000,-0.04,100"
"20913,1000,-0.04,83"
"20923,1000,0.03,100"
"20933,1000,0.03,100"
"20944,1000,-0.01,90"
"20955,1000,0.04,90"
"20965,1000,0.04,100"
"20976,1000,0.02,90"
"20986,1000,0.10,100"
"20997,1000,0.05,90"
"21007,1000,0.06,100"
"21018,1000,-0.03,90"
"21028,1000,-0.02,100"
"21039,1000,0.02,90"
"21050,1000,0.03,90"
"21060,1000,0.02,100"
"21070,1000,0.05,100"
"21082,1000,-0.01,83"
"21092,1000,-0.01,100"
"21102,1000,0.00,100"
"21113,1000,0.01,90"
"21124,1000,0.01,90"
"21134,1000,0.02,100"
"21144,1000,-0.04,100"
"21155,1000,-0.01,90"
"21166,1000,0.02,90"
"21176,1000,0.03,100"
"21187,1000,-0.01,90"
"21197,1000,0.02,100"
"21208,1000,-0.04,90"
"21219,1000,0.02,90"
"21229,1000,-0.01,100"
"21239,1000,-0.02,100"
"21251,1000,-0.05,83"
"21261,1000,-0.04,100"
"21271,1000,-0.03,100"
"21282,1000,-0.03,90"
"21293,1000,-0.05,90"
"21303,1000,-0.02,100"
"21314,1000,-0.07,90"
"21324,1000,-0.08,100"
"21335,1000,-0.03,90"
"21346,1000,-0.03,90"
"21356,1000,-0.01,100"
"21366,1000,-0.03,100"
"21377,1000,-0.01,90"
"21388,1000,0.02,90"
"21398,1000,0.02,100"
"21408,1000,0.04,100"
"21420,1000,0.04,83"
"21430,1000,-0.01,100"
"21440,1000,-0.03,100"
"21451,1000,-0.01,90"
"21462,1000,-0.06,90"
"21472,1000,-0.01,100"
"21483,1000,0.03,90"
"21493,1000,0.04,100"
